,appid,icon_url,logo_url,minutes_played,names
168,292030,http://media.steampowered.com/steamcommunity/public/images/apps/292030/87118494c65a92e1ac4c9734ce91950c1d6fe9a5.jpg,http://media.steampowered.com/steamcommunity/public/images/apps/292030/2f22c2e5528b78662988dfcb0fc9aad372f01686.jpg,4159,The Witcher 3: Wild Hunt
169,201810,http://media.steampowered.com/steamcommunity/public/images/apps/201810/965b8943ad172d8cf0c74e86068b4aa670aba92c.jpg,http://media.steampowered.com/steamcommunity/public/images/apps/201810/e945e10daf94f6fe80d629a1c3381125df27f4cb.jpg,525,Wolfenstein: The New Order
170,294440,http://media.steampowered.com/steamcommunity/public/images/apps/294440/56380c4cc0778b4876ec758726a87adae93a1de2.jpg,http://media.steampowered.com/steamcommunity/public/images/apps/294440/c2d534f81c7d5481d3f4d54e1770a694595cf827.jpg,21,Shadowgate
171,343800,http://media.steampowered.com/steamcommunity/public/images/apps/343800/9da39d39127d0d0b3e6f6b1d78018aa3a3f1caa0.jpg,http://media.steampowered.com/steamcommunity/public/images/apps/343800/81730d8ffa3a1e9326082805d75fd80190ab6635.jpg,0,Shadowgate: MacVenture Series
172,343820,http://media.steampowered.com/steamcommunity/public/images/apps/343820/6b7e6566fa2e93687dd7df658a5c1c282ebd8acf.jpg,http://media.steampowered.com/steamcommunity/public/images/apps/343820/26f604c51b31c9075d424a1d2c61090d4f6bce2b.jpg,0,Deja Vu: MacVenture Series
173,237930,http://media.steampowered.com/steamcommunity/public/images/apps/237930/b45dc369d45afe945d379e75545959f845094f92.jpg,http://media.steampowered.com/steamcommunity/public/images/apps/237930/705c88fb22dc45a6e886f5afd96ba3c2e258aa06.jpg,0,Transistor
174,244160,http://media.steampowered.com/steamcommunity/public/images/apps/244160/8c74f09dfd9598adab163b2000e9696faff73024.jpg,http://media.steampowered.com/steamcommunity/public/images/apps/244160/781843882c34af271123ae226ba0681cfe52c8d9.jpg,601,Homeworld Remastered Collection
175,303430,http://media.steampowered.com/steamcommunity/public/images/apps/303430/1a28a674d62fde6718680122d95a67b849c28a85.jpg,http://media.steampowered.com/steamcommunity/public/images/apps/303430/8dd319e089e2c824436fd0daaff1dcd114d1d401.jpg,19,Roundabout
176,314160,http://media.steampowered.com/steamcommunity/public/images/apps/314160/dba4fedfc6365bb7cda9293a175df897df353411.jpg,http://media.steampowered.com/steamcommunity/public/images/apps/314160/900f5e38b05ee0b7904d999b407c797dca837bea.jpg,56,Microsoft Flight Simulator X: Steam Edition
177,275670,http://media.steampowered.com/steamcommunity/public/images/apps/275670/3376cbb8e773aa13017de1ceba1c01f35e22b3c2.jpg,http://media.steampowered.com/steamcommunity/public/images/apps/275670/81d34d17a2c562b7eb8f2492a501b9a94e7a559f.jpg,109,Space Run
178,308420,http://media.steampowered.com/steamcommunity/public/images/apps/308420/f71ca22e208f97aed120a2d16889e4b2ee47cd9c.jpg,http://media.steampowered.com/steamcommunity/public/images/apps/308420/b07c41cc37ed95263c03e567bd659aa391d7b82d.jpg,55,Ziggurat
179,257510,http://media.steampowered.com/steamcommunity/public/images/apps/257510/8222673c1eb13e6a8a8367ec0e2940a887ecf270.jpg,http://media.steampowered.com/steamcommunity/public/images/apps/257510/0392d2bd5d1bec31f2fd283bc4555fdc22dd44a9.jpg,466,The Talos Principle
180,345520,http://media.steampowered.com/steamcommunity/public/images/apps/345520/afc10c6aa4476db6d0d7fc3b6ccbeba33f5c0b3a.jpg,http://media.steampowered.com/steamcommunity/public/images/apps/345520/8f207632066fa28595a53382950053b266562420.jpg,36,Infinite Crisis™
181,243970,http://media.steampowered.com/steamcommunity/public/images/apps/243970/21cc7b593c065eac8beb7842669dff4313dc0b3f.jpg,http://media.steampowered.com/steamcommunity/public/images/apps/243970/ab1bcfd36b8ae6bfd4dcd37f29c2c9fcd063d936.jpg,98,"Invisible, Inc."
182,322330,http://media.steampowered.com/steamcommunity/public/images/apps/322330/a80aa6cff8eebc1cbc18c367d9ab063e1553b0ee.jpg,http://media.steampowered.com/steamcommunity/public/images/apps/322330/fab2e3b2ec6d14c6fc3ccd1671e85f85d0bbd91e.jpg,29,Don't Starve Together
183,374570,http://media.steampowered.com/steamcommunity/public/images/apps/374570/1344416065615ebc9468512017768b1fde6514a9.jpg,http://media.steampowered.com/steamcommunity/public/images/apps/374570/215b9addb7ce94f5522f745491cabe203ea43afe.jpg,0,Kung Fury
184,377160,http://media.steampowered.com/steamcommunity/public/images/apps/377160/779c4356ebe32af2af7c9f0bbba595dfe872cd7f.jpg,http://media.steampowered.com/steamcommunity/public/images/apps/377160/8977a8e98acbbdd3c0ff905afb7e0a6e2eb555ea.jpg,2528,Fallout 4
185,391540,http://media.steampowered.com/steamcommunity/public/images/apps/391540/2ce672b89b63ec1e70d2f12862e72eb4a33e9268.jpg,http://media.steampowered.com/steamcommunity/public/images/apps/391540/ae953fb87a0fd4958ca21995226c065f33290eba.jpg,78,Undertale
186,386800,http://media.steampowered.com/steamcommunity/public/images/apps/386800/ea0db9dc61e606b544fa30d21d31354998ca1f95.jpg,http://media.steampowered.com/steamcommunity/public/images/apps/386800/ffdf770693451d668f818d1c4157de0bd6189355.jpg,12,Street Fighter V Beta
187,376300,http://media.steampowered.com/steamcommunity/public/images/apps/376300/2e31736d99d2a84bcfad55264f3af01722c7e7dc.jpg,http://media.steampowered.com/steamcommunity/public/images/apps/376300/98e55536d5152a4b703bd8f4dd2a1f008aa04361.jpg,133,GUILTY GEAR Xrd -SIGN-
188,268500,http://media.steampowered.com/steamcommunity/public/images/apps/268500/f275aeb0b1b947262810569356a199848c643754.jpg,http://media.steampowered.com/steamcommunity/public/images/apps/268500/10a6157d6614f63cd8a95d002d022778c207c218.jpg,534,XCOM 2
189,210970,http://media.steampowered.com/steamcommunity/public/images/apps/210970/5406b4e33862420abfb60a23e581cad2a1ec85f7.jpg,http://media.steampowered.com/steamcommunity/public/images/apps/210970/a8e63d69792ae17e838437478e3505f7801eff52.jpg,319,The Witness
190,374320,http://media.steampowered.com/steamcommunity/public/images/apps/374320/7abe1a33129c20cf10d2c74128bbd657a2a2c806.jpg,http://media.steampowered.com/steamcommunity/public/images/apps/374320/54f76fd3abdd1446260f28ccc0cbc76034b32de9.jpg,4310,DARK SOULS III
191,444250,http://media.steampowered.com/steamcommunity/public/images/apps/444250/c3a814050bd10a90d7f55d26df3e07228d125662.jpg,http://media.steampowered.com/steamcommunity/public/images/apps/444250/c2f313f648a587d2f1db33c55ece7b62834f41f0.jpg,16,Crown and Council
192,379720,http://media.steampowered.com/steamcommunity/public/images/apps/379720/b6e72ff47d1990cb644700751eeeff14e0aba6dc.jpg,http://media.steampowered.com/steamcommunity/public/images/apps/379720/2e6aa9a14a0da798fe9f1c0a4d0bacecf241c0a2.jpg,638,DOOM
193,289070,http://media.steampowered.com/steamcommunity/public/images/apps/289070/9dc914132fec244adcede62fb8e7524a72a7398c.jpg,http://media.steampowered.com/steamcommunity/public/images/apps/289070/356443a094f8e20ce21293039d7226eac3d3b4d9.jpg,894,Sid Meier's Civilization VI
194,440,http://media.steampowered.com/steamcommunity/public/images/apps/440/e3f595a92552da3d664ad00277fad2107345f743.jpg,http://media.steampowered.com/steamcommunity/public/images/apps/440/07385eb55b5ba974aebbe74d3c99626bda7920b8.jpg,1062,Team Fortress 2
195,570,http://media.steampowered.com/steamcommunity/public/images/apps/570/0bbb630d63262dd66d2fdd0f7d37e8661a410075.jpg,http://media.steampowered.com/steamcommunity/public/images/apps/570/d4f836839254be08d8e9dd333ecc9a01782c26d2.jpg,34,Dota 2
196,24200,http://media.steampowered.com/steamcommunity/public/images/apps/24200/1563d80759bfa4f9698a1799b3872e7f3a5209b1.jpg,http://media.steampowered.com/steamcommunity/public/images/apps/24200/5304686024a25aed8d777e3d1e93aeef35d82c02.jpg,496,DC Universe Online
197,24920,http://media.steampowered.com/steamcommunity/public/images/apps/24920/3fd955d672150a0c26068795d522dfb72b609773.jpg,http://media.steampowered.com/steamcommunity/public/images/apps/24920/c313ab7941ba8375dd17a0531b724ef94ca54dea.jpg,14,Dragon Age: Origins Character Creator
