,names,release,runtime,scores,user_score
7923,The Virginity Hit,10-Sep-10,0,40,5.1
7924,Monkeybone,23-Feb-01,93,40,8.7
7925,Last Weekend,29-Aug-14,94,40,5.9
7926,Tanner Hall,9-Sep-11,95,40,0
7927,Tim and Eric's Billion Dollar Movie,2-Mar-12,94,40,6.7
7928,3 Days to Kill,21-Feb-14,117,40,5.6
7929,The Other End of the Line,31-Oct-08,106,40,0
7930,Wicker Park,3-Sep-04,114,40,8.2
7931,Double Jeopardy,24-Sep-99,105,40,4.2
7932,Paris 36,3-Apr-09,120,40,0
7933,Leonie,22-Mar-13,102,40,0
7934,Lord of the Dance in 3D,17-Mar-11,90,40,0
7935,Good,31-Dec-08,96,40,4.9
7936,Remember Me,12-Mar-10,113,40,7.7
7937,Phantom,1-Mar-13,98,40,5.1
7938,Fantastic Four,8-Jul-05,106,40,5.7
7939,Deliver Us From Evil,2-Jul-14,118,40,6.1
7940,Salinger,6-Sep-13,120,40,7.4
7941,The Slammin' Salmon,11-Dec-09,90,40,6.3
7942,Sleepwalking,14-Mar-08,101,40,6.6
7943,House of Boys,29-Jul-11,117,40,0
7944,Scary Movie 4,14-Apr-06,83,40,5.8
7945,Bulletproof Monk,16-Apr-03,104,40,8.1
7946,Clockstoppers,29-Mar-02,94,40,6.1
7947,How to Kill Your Neighbor's Dog,22-Feb-02,107,40,7.4
7948,Deep Impact,8-May-98,120,40,5.5
7949,Shrink,24-Jul-09,104,40,5.8
7950,It's a Wonderful Afterlife,8-Oct-10,100,40,0
7951,Margaret Cho: Assassin,2-Sep-05,90,40,5.1
7952,The Sisters,14-Apr-06,113,40,5.5
7953,Aloha,29-May-15,105,40,4.3
7954,Teenage Mutant Ninja Turtles: Out of the Shadows,3-Jun-16,112,40,5.7
7955,Insidious: Chapter 2,13-Sep-13,106,40,6.7
7956,Wild Card,30-Jan-15,92,40,5.4
7957,War of the Buttons,12-Oct-12,100,40,0
7958,Happy Hour,22-Oct-04,0,40,0
7959,Head in the Clouds,17-Sep-04,132,40,8.6
7960,Beautiful Creatures,6-Apr-01,86,40,0
7961,Pay It Forward,20-Oct-00,123,40,8.5
7962,Best Laid Plans,10-Sep-99,92,40,2
7963,Outlaws and Angels,15-Jul-16,120,40,0
7964,Make Your Move,18-Apr-14,110,40,4.3
7965,Jupiter Ascending,6-Feb-15,127,40,4.3
7966,Homefront,27-Nov-13,100,40,6.1
7967,Saw II,28-Oct-05,93,40,6.9
7968,The Benefactor,15-Jan-16,93,40,4.8
7969,Anacondas: The Hunt for the Blood Orchid,27-Aug-04,97,40,5
7970,Trouble Every Day,30-Nov-01,101,40,7.3
7971,The Man Who Cried,25-May-01,100,40,7.3
7972,At First Sight,15-Jan-99,128,40,8
7973,Man on a Ledge,27-Jan-12,102,40,6.2
7974,Passengers,24-Oct-08,93,40,6.5
7975,Porky's,19-Mar-82,94,40,7.4
7976,The Day the Earth Stood Still,12-Dec-08,104,40,4.7
7977,Ash Wednesday,11-Oct-02,99,40,6.6
7978,Duets,15-Sep-00,112,40,8.3
7979,The Cell,18-Aug-00,107,40,8.8
7980,Peaceful Warrior,2-Jun-06,120,40,7.8
7981,Marilyn Hotchkiss' Ballroom Dancing & Charm School,31-Mar-06,103,40,7.4
7982,Butter,5-Oct-12,90,40,6.8
7983,Beastly,4-Mar-11,95,40,5.5
7984,X-Men Origins: Wolverine,1-May-09,107,40,5.3
7985,Brick Mansions,25-Apr-14,90,40,5.7
7986,Dracula Untold,10-Oct-14,92,40,6.3
7987,Aftermath,18-Jul-14,92,40,0
7988,Green Lantern,17-Jun-11,105,39,5.9
7989,Inhale,22-Oct-10,100,39,6.6
7990,Confusion of Genders,4-Jul-03,94,39,0
7991,Angel Eyes,18-May-01,102,39,3.7
7992,Simon Birch,11-Sep-98,114,39,7.2
7993,The Change-Up,5-Aug-11,112,39,5.7
7994,Percy Jackson: Sea of Monsters,7-Aug-13,106,39,5.2
7995,Swing Kids,5-Mar-93,112,39,8.3
7996,Jumanji,15-Dec-95,104,39,7.8
7997,Four Lovers,30-Mar-12,103,39,0
7998,Dark Places,7-Aug-15,113,39,6.4
7999,Fame,25-Sep-09,107,39,4.4
8000,Twist,21-May-04,97,39,0
8001,Dirty Dancing: Havana Nights,27-Feb-04,86,39,8.2
8002,Dead Man Down,8-Mar-13,118,39,8.8
8003,Clash of the Titans,1-Apr-10,106,39,4.9
8004,Irene in Time,23-Sep-09,95,39,0
8005,"The Goods: Live Hard, Sell Hard",14-Aug-09,89,39,5.7
8006,The Green Hornet,14-Jan-11,108,39,6.7
8007,Zipper,28-Aug-15,103,39,4.6
8008,The Barber,27-Mar-15,95,39,4
8009,St. Trinian's,28-Aug-09,97,39,6.1
8010,Death in Love,17-Jul-09,97,39,0
8011,The Wedding Weekend,27-Apr-07,96,39,0
8012,National Treasure,19-Nov-04,131,39,7
8013,Bringing Down the House,7-Mar-03,105,39,4.9
8014,Just a Kiss,27-Sep-02,89,39,0
8015,Bait,15-Sep-00,119,39,1
8016,Need For Speed,14-Mar-14,132,39,6.4
8017,Nights in Rodanthe,26-Sep-08,97,39,4.5
8018,Dirty Weekend,4-Sep-15,93,39,0
8019,Life as We Know It,8-Oct-10,114,39,5.6
8020,Zaytoun,20-Sep-13,110,39,8
8021,Pompeii,21-Feb-14,105,39,5.3
8022,The Edge of Love,13-Mar-09,110,39,6.5
8023,Aftershock,10-May-13,89,39,5.9
8024,Adventures of Power,9-Oct-09,89,39,7.2
8025,Provoked: A True Story,11-May-07,113,39,0
8026,Alvin and the Chipmunks,14-Dec-07,92,39,5.5
8027,Man of the Year,13-Oct-06,115,39,5
8028,Silk,14-Sep-07,107,39,5.5
8029,Growing Up and Other Lies,20-Mar-15,90,39,0
8030,Never Back Down,14-Mar-08,110,39,7.3
8031,Synchronicity,22-Jan-16,101,39,5.3
8032,Just Like a Woman,5-Jul-13,90,39,4.6
8033,Southlander: Diary of a Desperate Musician,26-Sep-03,80,39,0
8034,High Heels and Low Lifes,26-Oct-01,86,39,7.5
8035,Moonwalkers,15-Jan-16,107,39,5.6
8036,Dot the I,11-Mar-05,92,39,7.7
8037,Angels Sing,1-Nov-13,87,39,0
8038,Paul Blart: Mall Cop,16-Jan-09,91,39,5
8039,Intruders,15-Jan-16,90,39,5.3
8040,Virtuosity,4-Aug-95,106,39,1.2
8041,Beauty and the Beast,23-Sep-16,112,39,0
8042,Resident Evil: Retribution,14-Sep-12,96,39,5
8043,The Gunman,20-Mar-15,115,39,4.4
8044,In the Face of Evil: Reagan's War in Word and Deed,15-Oct-04,110,39,7.3
8045,When Will I Be Loved,10-Sep-04,81,39,5.1
8046,Daddy Day Care,9-May-03,92,39,5.5
8047,World Traveler,19-Apr-02,103,39,0
8048,Big Stone Gap,9-Oct-15,103,39,5
8049,Legendary,10-Sep-10,107,39,6.4
8050,Runaway Bride,30-Jul-99,116,39,5.9
8051,The Other Woman,25-Apr-14,109,39,5.2
8052,The Numbers Station,26-Apr-13,89,39,5.5
8053,The Sitter,9-Dec-11,81,39,7.2
8054,I Love Your Work,4-Nov-05,111,39,6.7
8055,Alexander,24-Nov-04,175,39,4.8
8056,Mutant Aliens,19-Apr-02,81,39,0
8057,Restless,10-Nov-00,100,39,0
8058,All the Rage,7-Jul-00,99,39,7
8059,But I'm a Cheerleader,7-Jul-00,85,39,8.2
8060,Message in a Bottle,12-Feb-99,131,39,6.3
8061,Tammy,2-Jul-14,97,39,2.8
8062,O Jerusalem,17-Oct-07,100,39,0
8063,Arthur and the Invisibles,29-Dec-06,94,39,6
8064,Justin Bieber's Believe,25-Dec-13,92,39,1.6
8065,P.S. I Love You,21-Dec-07,126,39,6.8
8066,Annie,18-Jun-82,127,39,6.4
8067,Vincent Wants to Sea,24-Jun-11,96,39,0
8068,The Adventurer: The Curse of the Midas Box,10-Jan-14,0,39,6.5
8069,The Maid's Room,8-Aug-14,98,39,0
8070,Eating Out 2: Sloppy Seconds,24-Nov-06,79,39,2.4
8071,Fat Albert,25-Dec-04,93,39,6.2
8072,Pelé: Birth of a Legend,13-May-16,107,39,6.9
8073,Cry_Wolf,16-Sep-05,90,39,8.8
8074,Reign of Fire,12-Jul-02,101,39,6
8075,Exit Wounds,16-Mar-01,101,39,7.8
8076,Stage Fright,9-May-14,89,39,8.5
8077,Planet 51,20-Nov-09,91,39,5.3
8078,Skin Trade,8-May-15,96,39,5.2
8079,Underworld: Awakening,20-Jan-12,88,39,6.4
8080,August,11-Jul-08,88,39,6.9
8081,Don Verdean,11-Dec-15,90,39,7.4
8082,Planes,9-Aug-13,91,39,3.7
8083,From Prada to Nada,28-Jan-11,107,39,5.2
8084,Till Human Voices Wake Us,21-Feb-03,101,39,0
8085,The Lucky One,20-Apr-12,101,39,5.6
8086,The Runner,7-Aug-15,90,39,4.6
8087,They're Watching,25-Mar-16,95,39,7
8088,After the Sunset,12-Nov-04,97,38,7.5
8089,The Wolves of Kromer,20-Oct-00,82,38,7.4
8090,Wild Wild West,30-Jun-99,106,38,4.4
8091,April's Shower,13-Jan-06,98,38,0
8092,Kettle of Fish,6-Oct-06,97,38,3.7
8093,The Mysteries of Pittsburgh,10-Apr-09,95,38,5.3
8094,The Flintstones,27-May-94,91,38,4.8
8095,The Mostly Unfabulous Social Life of Ethan Green,16-Jun-06,88,38,6.1
8096,Our Family Wedding,12-Mar-10,90,38,5.5
8097,Angels Crest,30-Dec-11,92,38,5.8
8098,The Chronicles of Riddick,11-Jun-04,119,38,7.4
8099,Taking Lives,19-Mar-04,103,38,2.2
8100,The Texas Chainsaw Massacre,17-Oct-03,98,38,6.4
8101,Michael,25-Dec-96,105,38,8.8
8102,Jack Goes Home,14-Oct-16,100,38,0
8103,Sweetwater,11-Oct-13,95,38,3.5
8104,Entourage,3-Jun-15,104,38,5.1
8105,The Promise,TBA,130,38,0
8106,Terminator Genisys,1-Jul-15,126,38,6.1
8107,City with No Mercy,14-Mar-08,88,38,7.4
8108,Eragon,15-Dec-06,104,38,3.3
8109,Standing Still,21-Apr-06,90,38,8
8110,Bad Boys II,18-Jul-03,147,38,4
8111,The Jungle Book 2,14-Feb-03,72,38,4.4
8112,Empire,6-Dec-02,90,38,7.2
8113,Blow Dry,7-Mar-01,94,38,6.1
8114,"As Above, So Below",29-Aug-14,93,38,6.3
8115,The Green Inferno,25-Sep-15,100,38,4.7
8116,Dark Streets,12-Dec-08,83,38,0
8117,An American Haunting,5-May-06,83,38,4.9
8118,Mechanic: Resurrection,26-Aug-16,98,38,5.3
8119,The Outsiders,25-Mar-83,91,38,8.7
8120,Balls of Fury,29-Aug-07,90,38,5.1
8121,The Life Before Her Eyes,18-Apr-08,90,38,6.8
8122,Never Die Alone,26-Mar-04,88,38,7.6
8123,Radio,24-Oct-03,109,38,8.2
8124,Just Visiting,6-Apr-01,88,38,8.3
8125,Ouija,24-Oct-14,89,38,7.9
8126,No Escape,26-Aug-15,103,38,6.5
8127,Gigantic,3-Apr-09,98,38,5.7
8128,The Last Time,18-May-07,96,38,6.8
8129,Confessions of a Shopaholic,6-Feb-09,104,38,5
8130,The November Man,27-Aug-14,108,38,5.6
8131,Goats,10-Aug-12,94,38,6.9
8132,Lay the Favorite,7-Dec-12,94,38,5
8133,The Rite,28-Jan-11,119,38,5.4
8134,Paparazzi,3-Sep-04,84,38,2.7
8135,Raising Helen,26-May-04,119,38,6.7
8136,Laws of Attraction,30-Apr-04,90,38,6
8137,The Other Side of Heaven,12-Apr-02,113,38,8.4
8138,Nutty Professor II: The Klumps,28-Jul-00,106,38,5.8
8139,Backdraft,24-May-91,137,38,8.8
8140,The Seeker: The Dark Is Rising,5-Oct-07,99,38,2.9
8141,Seeking Justice,16-Mar-12,105,38,5.8
8142,Bad Santa 2,23-Nov-16,92,38,4.9
8143,12 Rounds,27-Mar-09,108,38,5
8144,DOA: Dead or Alive,15-Jun-07,87,38,8.1
8145,What the #$*! Do We (K)now!?,18-Jun-04,109,38,4.5
8146,BASEketball,31-Jul-98,103,38,7.4
8147,The Ward,8-Jul-11,88,38,7.3
8148,Think Like a Man Too,20-Jun-14,106,38,4.1
8149,August Rush,21-Nov-07,114,38,7.5
8150,Meeting Spencer,6-Apr-11,86,38,0
8151,A Case of You,6-Nov-13,89,38,6.2
8152,One Night with the King,13-Oct-06,123,38,8.4
8153,Free Birds,1-Nov-13,91,38,3.9
8154,Girl Most Likely,19-Jul-13,103,38,5.9
8155,The Moth Diaries,20-Apr-12,82,38,6.3
8156,The Devil's Violinist,30-Jan-15,122,38,4.5
8157,I Don't Know How She Does It,16-Sep-11,95,38,3.5
8158,2 Jacks,18-Oct-13,90,38,0
8159,Max Rose,2-Sep-16,83,38,0
8160,And So It Goes,25-Jul-14,94,38,6.1
8161,Scrooged,23-Nov-88,101,38,8.6
8162,The Medallion,22-Aug-03,88,38,3.2
8163,Rugrats Go Wild,13-Jun-03,80,38,5.6
8164,2 Fast 2 Furious,6-Jun-03,107,38,6.9
8165,Death to Smoochy,29-Mar-02,109,38,6.7
8166,Don't Say a Word,28-Sep-01,113,38,8.1
8167,A Dog of Flanders,27-Aug-99,100,38,8.4
8168,The Pink Panther,10-Feb-06,93,38,6.4
8169,"Yours, Mine and Ours",23-Nov-05,90,38,3.8
8170,Brake,23-Mar-12,92,38,4.5
8171,Third Person,20-Jun-14,137,38,4.9
8172,"Men, Women & Children",1-Oct-14,119,38,6.2
8173,Ben-Hur,19-Aug-16,125,38,4.4
8174,Crossing Over,27-Feb-09,113,38,5.4
8175,Dad's Army,5-Feb-16,100,38,5.6
8176,Double Parked,22-Sep-00,98,38,0
8177,God's Army,25-Aug-00,108,38,0
8178,The Trouble with Bliss,23-Mar-12,97,38,4.6
8179,Blade: Trinity,8-Dec-04,113,38,2.6
8180,Kids in America,21-Oct-05,91,38,8
8181,I Am,11-Mar-11,76,38,6.2
8182,The Return,10-Nov-06,85,38,8
8183,Extraterrestrial,21-Nov-14,101,38,5.6
8184,Cell,8-Jul-16,98,38,2.8
8185,Halloween III: Season of the Witch,22-Oct-82,98,38,5.6
8186,Final Destination 2,31-Jan-03,90,38,2.7
8187,Little Nicky,10-Nov-00,90,38,5.6
8188,Looking for an Echo,10-Nov-00,97,38,7.9
8189,The Specials,22-Sep-00,82,38,8.2
8190,Random Hearts,8-Oct-99,133,38,5.8
8191,Gothika,21-Nov-03,98,38,5.4
8192,The Adventures of Sharkboy and Lavagirl 3-D,10-Jun-05,93,38,4.4
8193,Adore,6-Sep-13,100,37,5.4
8194,The Air I Breathe,25-Jan-08,95,37,6.7
8195,The Words,7-Sep-12,97,37,6.8
8196,Made of Honor,2-May-08,101,37,4.6
8197,Reindeer Games,25-Feb-00,104,37,1
8198,Amelia,23-Oct-09,111,37,5.8
8199,Mr. Church,16-Sep-16,104,37,7.5
8200,Kickboxer: Vengeance,2-Sep-16,90,37,6.3
8201,Paper Man,23-Apr-10,110,37,6.4
8202,Ace Ventura: Pet Detective,4-Feb-94,86,37,7.2
8203,Hotel Noir,12-Oct-12,0,37,4.8
8204,Dirty,24-Feb-06,97,37,6
8205,Trespass,14-Oct-11,91,37,6.2
8206,The Vatican Tapes,24-Jul-15,91,37,3.9
8207,Papa: Hemingway in Cuba,29-Apr-16,110,37,5
8208,Marfa Girl,27-Mar-15,105,37,0
8209,The Black Tulip,26-Oct-12,116,37,0
8210,Forever Strong,26-Sep-08,112,37,7.6
8211,Underdog,3-Aug-07,84,37,6
8212,Winnie Mandela,6-Sep-13,0,37,0
8213,The Last Legion,17-Aug-07,102,37,5.3
8214,A Hole in One,6-May-05,97,37,0
8215,Knock Off,4-Sep-98,91,37,5.3
8216,Annapolis,27-Jan-06,108,37,4.8
8217,Autómata,10-Oct-14,109,37,6.5
8218,P2,9-Nov-07,98,37,3.1
8219,Another Gay Movie,28-Jul-06,92,37,6.3
8220,Girl Play,1-Apr-05,80,37,7.4
8221,Ass Backwards,8-Nov-13,90,37,3.2
8222,Flypaper,19-Aug-11,87,37,6.6
8223,Anaconda,11-Apr-97,89,37,6.1
8224,Inescapable,22-Feb-13,93,37,0
8225,1911,7-Oct-11,125,37,6
8226,My Big Fat Greek Wedding 2,25-Mar-16,94,37,5.4
8227,Black Out,21-Feb-14,92,37,0
8228,Freddy vs. Jason,15-Aug-03,97,37,8.6
8229,Be Cool,4-Mar-05,118,37,6.4
8230,Gimme Shelter,24-Jan-14,101,37,7.6
8231,Resident Evil: Afterlife,10-Sep-10,97,37,5.4
8232,Burying the Ex,19-Jun-15,89,37,4.1
8233,Judy Moody and the Not Bummer Summer,10-Jun-11,91,37,3.6
8234,Son of God,28-Feb-14,138,37,3.9
8235,The Tourist,10-Dec-10,103,37,6.3
8236,The Pact 2,10-Oct-14,96,37,5.2
8237,"Connected: An Autoblogography About Love, Death & Technology",14-Oct-11,85,37,0
8238,The Living Wake,14-May-10,91,37,4.5
8239,Riding the Bullet,15-Oct-04,98,37,6.9
8240,Confessions of a Burning Man,27-Feb-04,83,37,0
8241,"Dieu est grand, je suis toute petite",8-Nov-02,100,37,0
8242,What's the Worst That Could Happen?,1-Jun-01,94,37,5.2
8243,Crocodile Dundee in Los Angeles,20-Apr-01,92,37,5.1
8244,xXx: State of the Union,29-Apr-05,101,37,6.1
8245,Wrath of the Titans,30-Mar-12,99,37,5.2
8246,The Lone Ranger,3-Jul-13,149,37,6.5
8247,Evan Almighty,22-Jun-07,96,37,4.7
8248,The Face of an Angel,19-Jun-15,101,37,4.7
8249,Waist Deep,23-Jun-06,97,37,8.2
8250,Seven Days in Utopia,2-Sep-11,120,37,5.8
8251,Charlie St. Cloud,30-Jul-10,99,37,5.4
8252,After the Dark,7-Feb-14,107,37,5.4
8253,Walking with Dinosaurs,20-Dec-13,87,37,3.8
8254,Annabelle,3-Oct-14,99,37,5.1
8255,Cold Comes the Night,10-Jan-14,90,37,5.3
8256,Miracle at St. Anna,26-Sep-08,160,37,5.5
8257,Showboy,9-Apr-04,93,37,7.6
8258,Love Don't Cost a Thing,12-Dec-03,100,37,8.2
8259,Bad Company,7-Jun-02,116,37,8.1
8260,The Crew,25-Aug-00,88,37,0
8261,The Astronaut's Wife,27-Aug-99,109,37,1.7
8262,Fools Rush In,14-Feb-97,109,37,8.7
8263,I Now Pronounce You Chuck & Larry,20-Jul-07,115,37,5.3
8264,Spy Kids: All the Time in the World,19-Aug-11,89,37,2.7
8265,The United States of Leland,2-Apr-04,108,37,7.1
8266,The Search,TBA,149,37,0
8267,The Other Woman,4-Feb-11,119,37,4.7
8268,Are You Here,22-Aug-14,114,37,5.8
8269,All the King's Men,22-Sep-06,128,37,5.3
8270,Ex-Girlfriends,28-Nov-12,72,37,0
8271,An Eye for Beauty,15-Apr-16,102,37,0
8272,Haven,15-Sep-06,115,37,6.2
8273,"War, Inc.",23-May-08,107,37,8.2
8274,Heist,13-Nov-15,93,37,6.8
8275,Fun Size,26-Oct-12,86,37,5.9
8276,Analyze That,6-Dec-02,96,37,4.7
8277,Sex: The Annabel Chong Story,11-Feb-00,0,37,3
8278,When Do We Eat?,7-Apr-06,86,37,6.9
8279,Garfield: A Tail of Two Kitties,16-Jun-06,78,37,5.7
8280,Dirty Girl,7-Oct-11,90,37,8
8281,Captive,18-Sep-15,97,37,5.2
8282,Jessabelle,7-Nov-14,90,37,5.7
8283,The Samaritan,18-May-12,90,37,5
8284,The Kid & I,2-Dec-05,93,37,0
8285,Love Ranch,30-Jun-10,117,37,8.2
8286,Shutter,21-Mar-08,85,37,8.8
8287,Honey,5-Dec-03,94,37,6.5
8288,The Nut Job,17-Jan-14,85,37,3.9
8289,Battle: Los Angeles,11-Mar-11,112,37,5.8
8290,The Last Sin Eater,9-Feb-07,117,37,8.4
8291,Suspect Zero,27-Aug-04,99,37,2.2
8292,Last Party 2000,24-Oct-03,90,37,0
8293,Cold Creek Manor,19-Sep-03,118,37,7.3
8294,Wolves,14-Nov-14,91,37,5.6
8295,The Double,28-Oct-11,98,37,5.7
8296,Caught in the Web,27-Nov-13,117,37,0
8297,Only God Forgives,19-Jul-13,90,37,8
8298,The Frozen Ground,23-Aug-13,105,37,6.2
8299,Criminal,15-Apr-16,113,37,7.7
8300,The Country Bears,26-Jul-02,88,37,6
8301,The Girl King,4-Dec-15,106,37,0
8302,Phantom Halo,19-Jun-15,87,37,0
8303,You Got Served,30-Jan-04,95,37,6.8
8304,Ted Bundy,13-Sep-02,99,37,6.2
8305,Crush,3-Apr-02,112,37,8.7
8306,The Story of Us,15-Oct-99,95,37,6.8
8307,Lethal Weapon 4,10-Jul-98,127,37,8
8308,Flubber,26-Nov-97,93,37,5.6
8309,Speed Racer,9-May-08,135,37,7.9
8310,W.E.,9-Dec-11,115,37,6.5
8311,Seven Pounds,19-Dec-08,123,36,5.7
8312,Little Black Book,6-Aug-04,111,36,8.6
8313,Friends and Family,16-May-03,87,36,0
8314,Poolhall Junkies,28-Feb-03,99,36,8.4
8315,Steal This Movie,18-Aug-00,107,36,7.6
8316,The Adventures of Rocky & Bullwinkle,30-Jun-00,0,36,5
8317,Three to Tango,22-Oct-99,98,36,8.7
8318,20 Dates,26-Feb-99,87,36,0
8319,Big Significant Things,24-Jul-15,85,36,0
8320,3-D Sex and Zen: Extreme Ecstasy,12-Aug-11,129,36,0
8321,Bravetown,8-May-15,112,36,5
8322,Paris-Manhattan,12-Apr-13,77,36,4.5
8323,Rebound,1-Jul-05,103,36,5.2
8324,After.Life,9-Apr-10,104,36,6
8325,Tooth Fairy,22-Jan-10,101,36,4.6
8326,Æon Flux,2-Dec-05,93,36,5.5
8327,Arthur,8-Apr-11,0,36,5
8328,Against the Ropes,20-Feb-04,111,36,1.3
8329,Returner,17-Oct-03,116,36,7.2
8330,Jeepers Creepers II,29-Aug-03,104,36,7.4
8331,A Man Apart,4-Apr-03,109,36,4.5
8332,Biker Boyz,31-Jan-03,110,36,6.9
8333,Abandon,18-Oct-02,99,36,5.9
8334,Inspector Gadget,23-Jul-99,78,36,4.3
8335,Lethal Weapon 3,15-May-92,118,36,7
8336,Last Love,1-Nov-13,116,36,7.5
8337,Shanghai,2-Oct-15,105,36,5.2
8338,War,24-Aug-07,103,36,8.7
8339,The Collection,30-Nov-12,82,36,6.8
8340,The Eye,1-Feb-08,98,36,3.1
8341,The Tollbooth,3-Feb-06,85,36,0
8342,Employee of the Month,6-Oct-06,103,36,4.9
8343,Phat Girlz,7-Apr-06,99,36,7.1
8344,The Canyons,2-Aug-13,99,36,5.6
8345,Thunderbirds,30-Jul-04,95,36,7.8
8346,Kedma,7-Feb-03,100,36,0
8347,Amy's Orgasm,23-Aug-02,87,36,8.7
8348,Circuit,26-Apr-02,120,36,7.5
8349,Big Fat Liar,8-Feb-02,88,36,8.6
8350,Final Destination,17-Mar-00,98,36,8.8
8351,Hard Rain,16-Jan-98,97,36,5.4
8352,Victor Frankenstein,25-Nov-15,110,36,5.4
8353,Lotus Eaters,5-Apr-13,78,36,7.3
8354,Let My People Go!,11-Jan-13,96,36,0
8355,Goodbye World,4-Apr-14,99,36,5.3
8356,The Wicker Man,1-Sep-06,102,36,2.1
8357,The Jackal,14-Nov-97,124,36,6.4
8358,Shottas,3-Nov-06,95,36,8.5
8359,Clue,13-Dec-85,94,36,8.8
8360,Diary of a Mad Black Woman,25-Feb-05,116,36,7.8
8361,Are We Done Yet?,4-Apr-07,92,36,3.6
8362,Space Chimps,18-Jul-08,81,36,4.5
8363,El Cortez,6-Oct-06,94,36,0
8364,The Son of No One,4-Nov-11,95,36,4
8365,Underworld: Evolution,20-Jan-06,106,36,8.8
8366,The Art of Getting By,17-Jun-11,84,36,6.4
8367,Sex Tape,18-Jul-14,94,36,3
8368,Gone,24-Feb-12,94,36,5.5
8369,Maestro,12-Mar-04,89,36,0
8370,This Thing of Ours,18-Jul-03,100,36,7.8
8371,Body Shots,22-Oct-99,106,36,8.2
8372,Predator,12-Jun-87,107,36,8.7
8373,After The Fall,12-Dec-14,110,36,0
8374,Pan,9-Oct-15,111,36,5.3
8375,Parental Guidance,25-Dec-12,105,36,5.1
8376,10th & Wolf,18-Aug-06,107,36,6.8
8377,The Hot Flashes,12-Jul-13,99,36,0
8378,Righteous Kill,12-Sep-08,101,36,4.8
8379,The Wild Life,9-Sep-16,91,36,3.1
8380,My Name Is Bruce,31-Oct-08,86,36,7
8381,Fly Me to the Moon 3D,15-Aug-08,84,36,3.7
8382,I'm Reed Fish,1-Jun-07,93,36,5
8383,Cradle 2 the Grave,28-Feb-03,101,36,7.1
8384,8 ½ Women,26-May-00,118,36,2.5
8385,Senseless,20-Feb-98,93,36,8.6
8386,Conan the Barbarian,19-Aug-11,112,36,5.1
8387,Special Correspondents,29-Apr-16,101,36,4.8
8388,Lady in the Water,21-Jul-06,110,36,6.4
8389,That Awkward Moment,31-Jan-14,94,36,5.4
8390,Death Sentence,31-Aug-07,105,36,8.6
8391,Serena,27-Mar-15,109,36,5.4
8392,Party Monster,5-Sep-03,98,36,7.3
8393,Who Is Cletis Tout?,26-Jul-02,92,36,7.2
8394,Captain Corelli's Mandolin,17-Aug-01,131,36,6.3
8395,Buddy Boy,24-Mar-00,105,36,7.5
8396,Runner Runner,4-Oct-13,91,36,5.3
8397,The Perfect Guy,11-Sep-15,100,36,6.6
8398,Red Lights,13-Jul-12,113,36,5.5
8399,Dickie Roberts: Former Child Star,5-Sep-03,98,36,5.6
8400,Phantom,22-Nov-02,90,36,6.5
8401,Fast Food Fast Women,18-May-01,95,36,0
8402,The Watch,27-Jul-12,102,36,5.6
8403,Feel the Noise,5-Oct-07,86,36,4.6
8404,Fired!,2-Feb-07,71,36,0
8405,Poster Boy,11-Aug-06,0,36,4.9
8406,Swing,18-Jun-04,98,36,0
8407,Turistas,1-Dec-06,93,36,8.6
8408,Alpha and Omega,17-Sep-10,88,36,5.5
8409,Serious Moonlight,4-Dec-09,84,36,4.6
8410,College Road Trip,7-Mar-08,83,36,6.8
8411,The Captive,12-Dec-14,112,36,5.3
8412,Big Sky,14-Aug-15,90,36,5.4
8413,Stardom,27-Oct-00,100,36,0
8414,The Thirteenth Floor,28-May-99,100,36,2.3
8415,The Reaping,5-Apr-07,99,36,6.4
8416,Dumb and Dumber To,14-Nov-14,109,36,5.6
8417,I Am Number Four,18-Feb-11,110,36,6
8418,The Pink Panther 2,6-Feb-09,92,36,5.2
8419,What Happens in Vegas,9-May-08,99,36,5.7
8420,Something Borrowed,6-May-11,113,36,5.2
8421,The Invisible,27-Apr-07,102,36,5.7
8422,Ithaca,9-Sep-16,96,36,0
8423,Domino,14-Oct-05,127,36,5
8424,A Promise,18-Apr-14,98,36,2.3
8425,This Revolution,29-Jun-05,95,36,0
8426,Rambo III,25-May-88,102,36,6.1
8427,Father of Invention,14-Oct-11,93,36,1.4
8428,Revenge of the Green Dragons,24-Oct-14,94,36,6
8429,The Anarchist Cookbook,18-Jul-03,101,36,7.2
8430,On_Line,27-Jun-03,97,36,7.8
8431,No Such Thing,29-Mar-02,102,36,6.3
8432,Stolen Summer,1-Mar-02,91,36,6.2
8433,We'll Never Have Paris,22-Jan-15,92,36,0
8434,Saw IV,26-Oct-07,93,36,6.1
8435,Lucky Bastard,14-Feb-14,94,36,0
8436,Push,6-Feb-09,111,36,7
8437,Why Stop Now,17-Aug-12,85,36,7.1
8438,Bert Stern: Original Madman,5-Apr-13,0,35,0
8439,Contracted: Phase II,4-Sep-15,78,35,7
8440,Love's Labour's Lost,9-Jun-00,93,35,6
8441,Teaching Mrs. Tingle,20-Aug-99,96,35,1
8442,Universal Soldier,10-Jul-92,102,35,7.9
8443,The Huntsman: Winter's War,22-Apr-16,114,35,5.1
8444,Paris Countdown,8-Nov-13,92,35,0
8445,Grudge Match,25-Dec-13,113,35,6.5
8446,How to Lose Friends & Alienate People,3-Oct-08,110,35,6.6
